car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,zscore
Maruti Alto 800 LXI,3.23,-1.059649801764585,1,1,1,0.7493435763078051,-1.2569914302756688,-0.34842298015668555,-0.4281865323963289
Renault KWID RXL,3.26,-0.7357945581625936,1,1,1,0.7493435763078051,-1.2515964344209485,-0.34842298015668555,-0.4266659218443061
Honda Amaze S i-Vtech,4.21,-0.4620938876848046,1,1,2,-0.04106442220010477,-0.5340619857431467,-0.34842298015668555,-0.3785132543635842
Kia Seltos GTX Plus,15.53,-1.1214092269371974,1,1,1,1.012812909143775,-0.2553205332492638,-0.34842298015668555,0.1952637939330186
Jeep Compass 2.0 Limited,12.43,-0.18395330417634845,0,1,1,0.4858742434718351,0.8290736335495194,-0.34842298015668555,0.0381340368906627
MG Hector Plus Sharp DCT,18.5,-1.439884893375047,1,0,1,1.276282241979745,-0.07908400199506686,1.0418020451451147,0.3458042385832757
Tata Harrier XZ BSIV,15.9,-0.006897089826413141,0,1,1,1.012812909143775,0.8290736335495194,-0.34842298015668555,0.2140179907412998
Renault Duster Petrol RXS CVT,8.9,-1.2284604633432814,1,0,1,1.012812909143775,0.005437599728884717,-0.34842298015668555,-0.1407911380640199
Hyundai i20 1.4 Magna Executive,6.0,-0.021179984655225755,0,1,1,0.4858742434718351,-0.17799225933160595,-0.34842298015668555,-0.2877834914262238
Maruti XL6 Zeta,10.9,-1.3459184800275956,1,1,1,1.276282241979745,-0.05930235052775905,1.0418020451451147,-0.0394171012624999
Hyundai Grand i10 1.2 Kappa Sportz Option AT,5.9,-0.8056116032797501,1,0,1,0.4858742434718351,-0.5358603176947201,-0.34842298015668555,-0.2928521932662998
Mahindra XUV500 W8 2WD,6.5,0.04008611684731256,0,1,1,-0.8314724207080146,1.230101658750396,2.4320270704469147,-0.2624399822258438
Hyundai i20 Magna 1.2,6.75,-1.2519520666801442,1,1,1,0.4858742434718351,-0.5358603176947201,-0.34842298015668555,-0.2497682276256538
Datsun RediGO AMT 1.0 T Option,3.7,-0.8525948099534758,1,0,1,1.276282241979745,-0.8919300441062609,-0.34842298015668555,-0.4043636337479717
Honda Brio VX AT,5.25,-0.7515809156049655,1,0,1,-0.04106442220010477,-0.5340619857431467,-0.34842298015668555,-0.3257987552267938
Honda City i VTEC CVT SV,7.25,-0.500220759900533,1,0,1,-0.04106442220010477,0.003639267777311279,-0.34842298015668555,-0.2244247184252738
Toyota Corolla Altis GL MT,8.5,-0.6881535865954358,1,1,1,-0.3045337550360747,0.544937185200916,-0.34842298015668555,-0.1610659454243239
Jeep Compass 1.4 Sport,14.0,-0.3827627432162188,1,1,1,0.7493435763078051,-0.22834555397566222,-0.34842298015668555,0.1177126557798559
Volvo XC60 D4 Summum,15.0,0.914936916715422,0,0,1,-0.04106442220010477,0.881225260145149,-0.34842298015668555,0.1683996741806158
Toyota Corolla Altis 1.8 G,13.9,-0.28879632986876735,1,1,1,1.012812909143775,0.544937185200916,-0.34842298015668555,0.1126439539397799
Hyundai Verna VTVT 1.6 SX,8.9,-1.0969074846568494,1,1,1,1.012812909143775,0.17268247122521443,-0.34842298015668555,-0.1407911380640199
Audi A4 2.0 TDI Technology Edition,16.9,-0.42974594988994447,0,0,1,-0.04106442220010477,0.8506536169684006,-0.34842298015668555,0.2647050091420597
Audi Q3 2.0 TDI,13.9,0.07532352185260684,0,0,1,-0.8314724207080146,0.8506536169684006,-0.34842298015668555,0.1126439539397799
BMW 5 Series 530d,15.0,0.11056092685790112,0,0,2,-0.8314724207080146,2.6939438673311744,-0.34842298015668555,0.1683996741806158
Maruti A-Star Zxi,1.53,-0.47069181450609643,1,1,3,-1.8853497520518945,-0.8937283760578343,-0.34842298015668555,-0.5143544636776209
Ford Ecosport 1.5 DV5 MT Titanium,5.09,0.28120393349687284,0,1,2,-0.04106442220010477,0.005437599728884717,-0.34842298015668555,-0.3339086781709154
Honda Jazz 1.2 S AT i VTEC,5.46,-0.5601008568061964,1,0,1,0.22240491063586518,-0.5322636537915733,-0.34842298015668555,-0.3151544813626342
Volkswagen Vento Diesel Highline,2.73,1.540283397542711,0,1,2,-0.8314724207080146,0.18527079488622852,-0.34842298015668555,-0.4535300415967089
Maruti Wagon R VXI BS IV,1.8,1.449676283472431,1,1,2,-0.8314724207080146,-0.8937283760578343,-0.34842298015668555,-0.5006689687094157
Chevrolet Beat Diesel PS,1.1,1.9745961600346316,0,1,1,-0.8314724207080146,-1.0052249570553875,-0.34842298015668555,-0.5361498815899477
Maruti Wagon R VXI BS IV,3.69,-0.8753111903802222,1,1,1,0.4858742434718351,-0.8937283760578343,-0.34842298015668555,-0.4048705039319794
BMW 3 Series 320d Luxury Line,13.5,0.7683258202900609,0,0,1,-0.04106442220010477,0.8992085796608834,-0.34842298015668555,0.0923691465794759
Renault KWID RXL,2.75,-0.4532375532268073,1,1,1,0.7493435763078051,-1.2515964344209485,-0.34842298015668555,-0.4525163012286937
Maruti Baleno 1.3 Sigma,5.5,-0.7351367932691615,0,1,1,0.7493435763078051,-0.4441453881644748,-0.34842298015668555,-0.3131270006266038
Mercedes-Benz C-Class C 220 CDI BE COR,9.75,-0.19482991652131595,0,0,1,-0.5680030878720447,1.1653617084937522,-0.34842298015668555,-0.0977071724233739
Honda City S,4.0,-0.42974594988994447,1,1,1,-0.8314724207080146,0.003639267777311279,-0.34842298015668555,-0.3891575282277437
Honda Amaze VX AT i-Vtech,4.75,-0.500220759900533,1,0,1,-0.3045337550360747,-0.5340619857431467,-0.34842298015668555,-0.3511422644271738
Hyundai EON D Lite,1.9,-0.14784670984759024,1,1,2,-0.8314724207080146,-1.2246214551473469,-0.34842298015668555,-0.4956002668693396
Hyundai i20 Magna Optional 1.2,4.65,-1.0170360333115158,1,1,1,-0.3045337550360747,-0.5358603176947201,-0.34842298015668555,-0.3562109662672497
Hyundai Grand i10 1.2 Kappa Era,4.6,-0.500220759900533,1,1,1,1.012812909143775,-0.5358603176947201,-0.34842298015668555,-0.3587453171872878
Hyundai i10 Magna 1.1L,3.25,-0.500220759900533,1,1,1,-0.3045337550360747,-0.7354751643193718,-0.34842298015668555,-0.4271727920283137
Maruti Ertiga VDI,5.25,-0.19482991652131595,0,1,1,-0.5680030878720447,-0.4441453881644748,2.4320270704469147,-0.3257987552267938
Hyundai i20 1.2 Spotz,6.25,-0.42974594988994447,1,1,1,0.7493435763078051,-0.5358603176947201,-0.34842298015668555,-0.2751117368260338
Skoda Kushaq 1.0 TSI Style 6 Airbags AT,16.75,-1.1814772566695557,1,0,1,1.803220907651685,-0.8919300441062609,-0.34842298015668555,0.2571019563819458
Honda City i-VTEC VX,10.0,-0.9935444299746529,1,1,1,1.012812909143775,0.003639267777311279,-0.34842298015668555,-0.0850354178231839
MG Hector Plus Select Diesel MT 7 STR,17.9,-0.7116451899322986,0,1,1,1.539751574815715,0.8290736335495194,2.4320270704469147,0.3153920275428197
Jeep Compass 1.4 Limited Plus,13.9,-0.7351367932691615,1,0,2,1.012812909143775,-0.22834555397566222,-0.34842298015668555,0.1126439539397799
Honda Amaze E Petrol BSIV,6.1,-0.05388029650013884,1,1,1,1.012812909143775,-0.5322636537915733,-0.34842298015668555,-0.2827147895861479
Maruti Vitara Brezza VDi,7.75,0.13405253019476396,0,1,1,0.4858742434718351,-0.4441453881644748,-0.34842298015668555,-0.1990812092248939
Hyundai Grand i10 Magna,4.6,-0.8549439702871621,1,1,1,-0.04106442220010477,-0.5358603176947201,-0.34842298015668555,-0.3587453171872878
Mahindra XUV700 AX5 Diesel AT,20.91,-1.0875108433221043,0,0,1,1.803220907651685,1.2642699658302914,-0.34842298015668555,0.4679599529291072
Tata Indigo VX BSIV,3.1,2.2013136238386948,0,1,1,-0.5680030878720447,-0.17799225933160595,-0.34842298015668555,-0.4347758447884277
Tata Tiago XZ Plus,5.65,-1.1814772566695557,1,1,1,1.276282241979745,-0.5322636537915733,-0.34842298015668555,-0.3055239478664898
Honda WR-V i-VTEC VX,9.0,-1.1579856533326929,1,1,1,1.012812909143775,-0.5322636537915733,-0.34842298015668555,-0.1357224362239439
Honda Jazz 1.5 SV i DTEC,5.5,-0.8056116032797501,0,1,1,-0.04106442220010477,0.005437599728884717,-0.34842298015668555,-0.3131270006266038
Volkswagen Polo 1.2 MPI Comfortline,4.5,0.01659451351044971,1,1,1,-0.04106442220010477,-0.5340619857431467,-0.34842298015668555,-0.3638140190273637
Ford Ecosport 1.5 Petrol Titanium AT,6.75,-0.3827627432162188,1,0,1,0.22240491063586518,0.0018409358257378409,-0.34842298015668555,-0.2497682276256538
Maruti Swift VDI BSIV,1.8,1.0267334569955524,0,1,2,-1.3584110863799546,-0.4441453881644748,-0.34842298015668555,-0.5006689687094157
Hyundai Verna VTVT 1.6 AT EX,7.75,-0.3592711398793559,1,0,1,0.4858742434718351,0.17268247122521443,-0.34842298015668555,-0.1990812092248939
Hyundai Grand i10 1.2 CRDi Sportz,5.5,0.3924601669002553,0,1,1,0.4858742434718351,-0.5556419691620279,-0.34842298015668555,-0.3131270006266038
Hyundai Creta 1.6 SX Automatic Diesel,13.25,-0.19482991652131595,0,0,1,0.7493435763078051,0.1564974836610535,-0.34842298015668555,0.0796973919792859
Hyundai Creta 1.6 SX,11.0,-0.7116451899322986,1,1,1,0.7493435763078051,0.17268247122521443,-0.34842298015668555,-0.034348399422424
Volkswagen Vento 1.0 TSI Highline AT,10.5,-1.0052902316430843,1,0,1,1.276282241979745,-0.8919300441062609,-0.34842298015668555,-0.0596919086228039
Hyundai i20 1.2 Magna Executive,6.5,-0.14784670984759024,1,1,1,0.4858742434718351,-0.5358603176947201,-0.34842298015668555,-0.2624399822258438
Honda Amaze V Petrol BSIV,6.0,-0.6998993882638672,1,1,1,0.4858742434718351,-0.5322636537915733,-0.34842298015668555,-0.2877834914262238
Kia Seltos HTX IVT,15.75,-1.0757650416536728,1,0,1,1.276282241979745,0.003639267777311279,-0.34842298015668555,0.2064149379811858
Honda Amaze S i-Vtech,4.5,-0.8525948099534758,1,1,1,-0.04106442220010477,-0.5340619857431467,-0.34842298015668555,-0.3638140190273637
Hyundai i20 Magna 1.2,5.9,-0.1713383131844531,1,1,1,0.4858742434718351,-0.5358603176947201,-0.34842298015668555,-0.2928521932662998
BMW X1 sDrive 20d xLine,14.5,0.3219853568896668,0,0,1,-0.3045337550360747,0.8992085796608834,-0.34842298015668555,0.1430561649802358
Hyundai Xcent 1.2 CRDi E Plus,3.8,-0.3827627432162188,0,1,2,0.4858742434718351,-0.5556419691620279,-0.34842298015668555,-0.3992949319078958
Tata Harrier XZAS Plus Kaziranga Edition AT,21.0,-0.8056116032797501,0,0,1,1.539751574815715,0.8290736335495194,-0.34842298015668555,0.4725217845851756
Hyundai i10 Era 1.1 iTech SE,2.61,1.2616494903641808,1,1,2,-0.8314724207080146,-0.7354751643193718,-0.34842298015668555,-0.4596124838048001
Kia Seltos GTX Plus AT D,19.75,-1.275443670017007,0,0,1,1.803220907651685,-0.003554060028982473,-0.34842298015668555,0.4091630115842257
Maruti Vitara Brezza ZDi Plus,9.5,-0.6881535865954358,0,1,1,0.7493435763078051,-0.4441453881644748,-0.34842298015668555,-0.1103789270235639
Hyundai Verna SX Opt Diesel,14.51,-0.7351367932691615,0,1,1,1.539751574815715,-0.003554060028982473,-0.34842298015668555,0.1435630351642434
Maruti Wagon R VXI Optional,3.0,0.3219853568896668,1,1,2,0.22240491063586518,-0.8937283760578343,-0.34842298015668555,-0.4398445466285037
Hyundai Grand i10 Magna,4.6,-0.14784670984759024,1,1,1,0.22240491063586518,-0.5358603176947201,-0.34842298015668555,-0.3587453171872878
Honda Amaze VX CVT,9.15,-1.3224268766907328,1,0,1,1.803220907651685,-0.5322636537915733,-0.34842298015668555,-0.1281193834638299
Maruti Ignis Zeta AMT,5.5,-0.1622940458997609,1,0,1,1.012812909143775,-0.5358603176947201,-0.34842298015668555,-0.3131270006266038
Jaguar XF 3.0 Litre S Premium Luxury,17.0,-0.3592711398793559,0,0,2,-0.8314724207080146,2.6939438673311744,-0.34842298015668555,0.2697737109821358
Mahindra XUV500 AT W6 1.99 mHawk,9.9,0.18103573686848967,0,0,1,0.4858742434718351,0.9028052435640302,2.4320270704469147,-0.0901041196632599
Tata Nexon 1.2 Revotron XMA,8.51,-0.8760864132903387,1,0,1,1.276282241979745,-0.5340619857431467,-0.34842298015668555,-0.1605590752403163
Hyundai Grand i10 1.2 Kappa Sportz Option AT,5.5,-0.6176787765848473,1,0,3,1.012812909143775,-0.5358603176947201,-0.34842298015668555,-0.3131270006266038
Hyundai Verna CRDi 1.6 SX,9.51,-0.19482991652131595,0,1,1,0.7493435763078051,0.1564974836610535,-0.34842298015668555,-0.1098720568395563
Toyota Innova Crysta 2.8 ZX AT BSIV,19.9,0.20452734020535251,0,0,2,1.012812909143775,2.2659408628566964,2.4320270704469147,0.4167660643443396
Ford Aspire 1.2 Ti-VCT Titanium,5.5,-1.0076393919767705,1,1,1,0.4858742434718351,-0.5376586496462935,-0.34842298015668555,-0.3131270006266038
Ford Aspire 1.2 Ti-VCT Ambiente,3.9,-0.16429083218339424,1,1,1,0.4858742434718351,-0.5376586496462935,-0.34842298015668555,-0.3942262300678197
Hyundai Creta 1.4 CRDi S,8.9,0.13405253019476396,0,1,1,0.22240491063586518,-0.17799225933160595,-0.34842298015668555,-0.1407911380640199
Maruti Swift Dzire LDI,4.51,0.01659451351044971,0,1,1,0.4858742434718351,-0.4441453881644748,-0.34842298015668555,-0.3633071488433562
Honda Amaze S CVT i-VTEC,7.25,-0.7703741982744559,1,0,1,0.7493435763078051,-0.5322636537915733,-0.34842298015668555,-0.2244247184252738
Hyundai Creta SX Executive,12.75,-1.1579856533326929,1,1,2,1.539751574815715,0.003639267777311279,-0.34842298015668555,0.0543538827789059
Volkswagen Ameo 1.5 TDI Highline AT,6.9,-0.7821199999428873,0,0,1,0.22240491063586518,0.005437599728884717,-0.34842298015668555,-0.2421651748655398
Volkswagen Polo GT TSI,6.75,-0.4062543465530816,1,0,1,-0.04106442220010477,-0.5358603176947201,-0.34842298015668555,-0.2497682276256538
Hyundai Grand i10 AT Asta,5.65,-0.9465612233009272,1,0,1,-0.04106442220010477,-0.5358603176947201,-0.34842298015668555,-0.3055239478664898
Hyundai Venue SX Opt iMT,10.0,-1.2167146616748499,1,1,1,1.276282241979745,-0.8937283760578343,-0.34842298015668555,-0.0850354178231839
Kia Seltos GTX Plus AT D,19.75,-1.3224268766907328,0,0,1,1.803220907651685,-0.003554060028982473,-0.34842298015668555,0.4091630115842257
MG Hector Plus Sharp DCT,17.0,-1.2049453684030818,1,0,1,1.276282241979745,-0.07908400199506686,1.0418020451451147,0.2697737109821358
Skoda Octavia Elegance 1.8 TSI AT,9.75,-0.2653047265319045,1,0,2,-0.04106442220010477,0.544937185200916,-0.34842298015668555,-0.0977071724233739
Toyota Corolla Altis G,6.5,-0.664661983258573,1,1,1,-0.5680030878720447,0.544937185200916,-0.34842298015668555,-0.2624399822258438
Ford Endeavour 4x4 XLT,4.0,1.0267334569955524,0,1,2,-2.6757577505598045,2.622010589268237,2.4320270704469147,-0.3891575282277437
Honda Amaze S AT i-Vtech,4.75,-0.020686660985151636,1,0,1,-0.5680030878720447,-0.5340619857431467,-0.34842298015668555,-0.3511422644271738
Honda Jazz Mode,2.8,-0.500220759900533,1,1,2,-1.6218804192159244,-0.5340619857431467,-0.34842298015668555,-0.4499819503086557
Ford Figo 1.2P Trend MT,4.3,-0.5237123632373959,1,1,1,0.4858742434718351,-0.5376586496462935,-0.34842298015668555,-0.3739514227075158
Hyundai Grand i10 1.2 Kappa Magna BSIV,4.9,-0.6176787765848473,1,1,1,0.4858742434718351,-0.5358603176947201,-0.34842298015668555,-0.3435392116670597
Ford Ecosport 1.5 Petrol Titanium AT,6.51,-0.4062543465530816,1,0,1,0.22240491063586518,0.0018409358257378409,-0.34842298015668555,-0.2619331120418363
Mahindra Thar LX 4-Str Hard Top Diesel AT,17.51,-1.1110024466589672,0,0,1,1.803220907651685,1.239093318508263,-1.7386480054584859,0.2956240903665234
Hyundai i20 Magna Optional 1.4 CRDi,3.91,-0.24181312319504164,0,1,2,-0.5680030878720447,-0.17799225933160595,-0.34842298015668555,-0.3937193598838121
Toyota Etios G,4.9,-0.9070953296949976,1,1,1,-0.5680030878720447,0.0018409358257378409,-0.34842298015668555,-0.3435392116670597
Kia Seltos GTX Plus AT D,18.25,-0.9159046809463212,0,0,1,1.539751574815715,-0.003554060028982473,-0.34842298015668555,0.3331324839830857
MG Hector Sharp DCT,14.99,-0.5237123632373959,1,0,1,1.012812909143775,-0.07908400199506686,-0.34842298015668555,0.1678928039966082
Kia Seltos HTK G,11.99,-0.0773718998370017,1,1,1,1.276282241979745,0.003639267777311279,-0.34842298015668555,0.0158317487943283
Hyundai i20 Sportz Plus Diesel,6.5,0.48642658024770674,0,1,1,1.012812909143775,-0.17799225933160595,-0.34842298015668555,-0.2624399822258438
Maruti Alto LXi,1.9,-0.1243551065107274,1,1,1,-1.3584110863799546,-1.2569914302756688,-0.34842298015668555,-0.4956002668693396
Hyundai i20 Sportz Option 1.4 CRDi,6.25,0.13405253019476396,0,1,1,0.22240491063586518,-0.17799225933160595,-0.34842298015668555,-0.2751117368260338
Audi A4 2.0 TDI Multitronic,16.51,0.08706932352103826,0,0,1,-0.04106442220010477,0.8506536169684006,-0.34842298015668555,0.2449370719657634
Nissan Micra Diesel XV,2.25,-0.19482991652131595,0,1,2,-0.8314724207080146,-0.06110068247933249,-0.34842298015668555,-0.4778598104290737
Honda Jazz Active,1.3,0.5569013902582953,1,1,3,-1.6218804192159244,-0.5340619857431467,-0.34842298015668555,-0.5260124779097957
Honda City VX MT,12.5,-1.1110024466589672,1,1,1,1.803220907651685,0.003639267777311279,-0.34842298015668555,0.0416821281787159
Toyota Corolla Altis G AT,9.25,0.13778769512532515,1,0,1,-0.3045337550360747,0.544937185200916,-0.34842298015668555,-0.1230506816237539
Ford Ecosport 1.5 DV5 MT Titanium,5.9,0.2750021502159411,0,1,1,-0.04106442220010477,0.005437599728884717,-0.34842298015668555,-0.2928521932662998
Ford Ecosport 1.5 Diesel Titanium BSIV,6.9,-0.19482991652131595,0,1,1,0.7493435763078051,0.005437599728884717,-0.34842298015668555,-0.2421651748655398
Ford Ecosport 1.5 Diesel Titanium Plus BSIV,8.9,0.13405253019476396,0,1,1,0.7493435763078051,0.005437599728884717,-0.34842298015668555,-0.1407911380640199
Nissan Micra Diesel XV,2.9,0.15754413353162683,0,1,1,-0.8314724207080146,-0.06110068247933249,-0.34842298015668555,-0.4449132484685797
Hyundai Creta 1.6 VTVT S,8.9,-0.8798450698242367,1,1,1,0.22240491063586518,0.17268247122521443,-0.34842298015668555,-0.1407911380640199
Maruti Swift Dzire AMT ZXI,6.9,-0.34752533821092446,1,0,1,1.012812909143775,-0.5358603176947201,-0.34842298015668555,-0.2421651748655398
Maruti S-Presso VXI Plus AT 2019-2022,4.8,-0.5854952800133452,1,0,1,1.276282241979745,-0.8937283760578343,-0.34842298015668555,-0.3486079135071357
Hyundai Creta 1.6 VTVT S,8.75,-0.5879384067603789,1,1,1,0.22240491063586518,0.17268247122521443,-0.34842298015668555,-0.1483941908241339
Hyundai Verna VTVT 1.6 AT SX Option,9.9,-0.8117194201473344,1,0,1,0.7493435763078051,0.17268247122521443,-0.34842298015668555,-0.0901041196632599
Maruti Ciaz VXi Plus,6.15,0.2720891914021701,1,1,1,-0.04106442220010477,-0.21935389421779503,-0.34842298015668555,-0.2801804386661098
Skoda Kushaq 1.5 TSI Style,20.5,-1.3341726783591643,1,1,1,1.803220907651685,0.005437599728884717,-0.34842298015668555,0.4471782753847956
Hyundai Grand i10 1.2 Kappa Sportz Option AT,6.25,-0.8904867661358356,1,0,1,1.012812909143775,-0.5358603176947201,-0.34842298015668555,-0.2751117368260338
Hyundai Grand i10 Magna,4.5,-1.0875108433221043,1,1,2,0.4858742434718351,-0.5358603176947201,-0.34842298015668555,-0.3638140190273637
Tata Indica eV2 DL BSIII,1.0,1.2616494903641808,0,1,2,-0.5680030878720447,-0.17799225933160595,-0.34842298015668555,-0.5412185834300236
Mahindra Bolero Power Plus SLE,6.0,2.7651121039234035,0,1,2,0.7493435763078051,-0.003554060028982473,2.4320270704469147,-0.2877834914262238
Honda City 1.5 S AT,4.0,-0.6176787765848473,1,0,1,-1.6218804192159244,0.003639267777311279,-0.34842298015668555,-0.3891575282277437
Maruti Ciaz Delta Diesel,6.25,-0.2653047265319045,0,1,1,-0.04106442220010477,-0.4441453881644748,-0.34842298015668555,-0.2751117368260338
Hyundai Grand i10 1.2 Kappa Sportz Option,5.75,-0.664661983258573,1,1,1,1.012812909143775,-0.5358603176947201,-0.34842298015668555,-0.3004552460264138
Hyundai Santro GS zipDrive - Euro II,1.35,-0.14784670984759024,1,1,2,-2.4122884177238344,-0.8919300441062609,-0.34842298015668555,-0.5234781269897577
Mahindra Bolero SLX,3.0,1.0267334569955524,0,1,3,-1.6218804192159244,1.8487278500916586,2.4320270704469147,-0.4398445466285037
Maruti Swift LDI,2.1,1.8019563671120264,0,1,2,-1.0949417535439845,-0.4441453881644748,-0.34842298015668555,-0.4854628631891877
Mahindra KUV 100 mFALCON D75 K4 Plus,4.75,-0.19482991652131595,0,1,1,0.4858742434718351,-0.5340619857431467,1.0418020451451147,-0.3511422644271738
Honda City i VTEC SV,5.5,-0.03038869316327599,1,1,2,-0.3045337550360747,0.003639267777311279,-0.34842298015668555,-0.3131270006266038
Tata Harrier XZ Plus,17.0,-0.3827627432162188,0,1,1,1.539751574815715,0.8290736335495194,-0.34842298015668555,0.2697737109821358
Tata Zest Revotron 1.2 XT,3.49,-0.2653047265319045,1,1,1,-0.04106442220010477,-0.5430536455010139,-0.34842298015668555,-0.4150079076121313
Mahindra XUV500 AT W10 FWD,9.25,0.2750021502159411,0,0,2,0.22240491063586518,1.230101658750396,2.4320270704469147,-0.1230506816237539
Honda City V MT,3.9,-0.19482991652131595,1,1,1,-1.3584110863799546,0.003639267777311279,-0.34842298015668555,-0.3942262300678197
Mahindra XUV500 W10 2WD,10.25,0.5803929935951582,0,1,1,0.4858742434718351,1.230101658750396,2.4320270704469147,-0.0723636632229939
